Date,Open,High,Low,Close,Volume
2001-01-02 00:00:00-05:00,1320.280029296875,1320.280029296875,1276.050048828125,1283.27001953125,1129400000
2001-01-03 00:00:00-05:00,1283.27001953125,1347.760009765625,1274.6199951171875,1347.56005859375,1880700000
2001-01-04 00:00:00-05:00,1347.56005859375,1350.239990234375,1329.1400146484375,1333.3399658203125,2131000000
2001-01-05 00:00:00-05:00,1333.3399658203125,1334.77001953125,1294.949951171875,1298.3499755859375,1430800000
2001-01-08 00:00:00-05:00,1298.3499755859375,1298.3499755859375,1276.2900390625,1295.8599853515625,1115500000
2001-01-09 00:00:00-05:00,1295.8599853515625,1311.719970703125,1295.1400146484375,1300.800048828125,1191300000
2001-01-10 00:00:00-05:00,1300.800048828125,1313.760009765625,1287.280029296875,1313.27001953125,1296500000
2001-01-11 00:00:00-05:00,1313.27001953125,1332.18994140625,1309.719970703125,1326.8199462890625,1411200000
2001-01-12 00:00:00-05:00,1326.8199462890625,1333.2099609375,1311.5899658203125,1318.550048828125,1276000000
2001-01-16 00:00:00-05:00,1318.3199462890625,1327.81005859375,1313.3299560546875,1326.6500244140625,1205700000
2001-01-17 00:00:00-05:00,1326.6500244140625,1346.9200439453125,1325.4100341796875,1329.469970703125,1349100000
2001-01-18 00:00:00-05:00,1329.8900146484375,1352.7099609375,1327.4100341796875,1347.969970703125,1445000000
2001-01-19 00:00:00-05:00,1347.969970703125,1354.550048828125,1336.739990234375,1342.5400390625,1407800000
2001-01-22 00:00:00-05:00,1342.5400390625,1353.6199951171875,1333.8399658203125,1342.9000244140625,1164000000
2001-01-23 00:00:00-05:00,1342.9000244140625,1362.9000244140625,1339.6300048828125,1360.4000244140625,1232600000
2001-01-24 00:00:00-05:00,1360.4000244140625,1369.75,1357.280029296875,1364.300048828125,1309000000
2001-01-25 00:00:00-05:00,1364.300048828125,1367.3499755859375,1354.6300048828125,1357.510009765625,1258000000
2001-01-26 00:00:00-05:00,1357.510009765625,1357.510009765625,1342.75,1354.949951171875,1098000000
2001-01-29 00:00:00-05:00,1354.9200439453125,1365.5400390625,1350.3599853515625,1364.1700439453125,1053100000
2001-01-30 00:00:00-05:00,1364.1700439453125,1375.6800537109375,1356.199951171875,1373.72998046875,1149800000
2001-01-31 00:00:00-05:00,1373.72998046875,1383.3699951171875,1364.6600341796875,1366.010009765625,1295300000
2001-02-01 00:00:00-05:00,1366.010009765625,1373.5,1359.3399658203125,1373.469970703125,1118800000
2001-02-02 00:00:00-05:00,1373.469970703125,1376.3800048828125,1348.719970703125,1349.469970703125,1048400000
2001-02-05 00:00:00-05:00,1349.469970703125,1354.56005859375,1344.47998046875,1354.31005859375,1013000000
2001-02-06 00:00:00-05:00,1354.31005859375,1363.550048828125,1350.0400390625,1352.260009765625,1059600000
2001-02-07 00:00:00-05:00,1352.260009765625,1352.260009765625,1334.260009765625,1340.8900146484375,1158300000
2001-02-08 00:00:00-05:00,1341.0999755859375,1350.3199462890625,1332.4200439453125,1332.530029296875,1107200000
2001-02-09 00:00:00-05:00,1332.530029296875,1332.530029296875,1309.97998046875,1314.760009765625,1075500000
2001-02-12 00:00:00-05:00,1314.760009765625,1330.9599609375,1313.6400146484375,1330.31005859375,1039100000
2001-02-13 00:00:00-05:00,1330.31005859375,1336.6199951171875,1317.510009765625,1318.800048828125,1075200000
2001-02-14 00:00:00-05:00,1318.800048828125,1320.72998046875,1304.719970703125,1315.9200439453125,1150300000
2001-02-15 00:00:00-05:00,1315.9200439453125,1331.2900390625,1315.9200439453125,1326.6099853515625,1153700000
2001-02-16 00:00:00-05:00,1326.6099853515625,1326.6099853515625,1293.1800537109375,1301.530029296875,1257200000
2001-02-20 00:00:00-05:00,1301.530029296875,1307.1600341796875,1278.43994140625,1278.93994140625,1112200000
2001-02-21 00:00:00-05:00,1278.93994140625,1282.969970703125,1253.1600341796875,1255.27001953125,1208500000
2001-02-22 00:00:00-05:00,1255.27001953125,1259.93994140625,1228.3299560546875,1252.8199462890625,1365900000
2001-02-23 00:00:00-05:00,1252.8199462890625,1252.8199462890625,1215.43994140625,1245.8599853515625,1231300000
2001-02-26 00:00:00-05:00,1245.8599853515625,1267.68994140625,1241.7099609375,1267.6500244140625,1130800000
2001-02-27 00:00:00-05:00,1267.6500244140625,1272.760009765625,1252.260009765625,1257.93994140625,1114100000
2001-02-28 00:00:00-05:00,1257.93994140625,1263.469970703125,1229.6500244140625,1239.93994140625,1225300000
2001-03-01 00:00:00-05:00,1239.93994140625,1241.3599853515625,1214.5,1241.22998046875,1294900000
2001-03-02 00:00:00-05:00,1241.22998046875,1251.010009765625,1219.739990234375,1234.1800537109375,1294000000
2001-03-05 00:00:00-05:00,1234.1800537109375,1242.550048828125,1234.0400390625,1241.4100341796875,929200000
2001-03-06 00:00:00-05:00,1241.4100341796875,1267.4200439453125,1241.4100341796875,1253.800048828125,1091800000
2001-03-07 00:00:00-05:00,1253.800048828125,1263.8599853515625,1253.800048828125,1261.8900146484375,1132200000
2001-03-08 00:00:00-05:00,1261.8900146484375,1266.5,1257.5999755859375,1264.739990234375,1114100000
2001-03-09 00:00:00-05:00,1264.739990234375,1264.739990234375,1228.4200439453125,1233.4200439453125,1085900000
2001-03-12 00:00:00-05:00,1233.4200439453125,1233.4200439453125,1176.780029296875,1180.1600341796875,1229000000
2001-03-13 00:00:00-05:00,1180.1600341796875,1197.8299560546875,1171.5,1197.6600341796875,1360900000
2001-03-14 00:00:00-05:00,1197.6600341796875,1197.6600341796875,1155.3499755859375,1166.7099609375,1397400000
2001-03-15 00:00:00-05:00,1166.7099609375,1182.0400390625,1166.7099609375,1173.56005859375,1259500000
2001-03-16 00:00:00-05:00,1173.56005859375,1173.56005859375,1148.6400146484375,1150.530029296875,1543560000
2001-03-19 00:00:00-05:00,1150.530029296875,1173.5,1147.1800537109375,1170.81005859375,1126200000
2001-03-20 00:00:00-05:00,1170.81005859375,1180.56005859375,1142.18994140625,1142.6199951171875,1235900000
2001-03-21 00:00:00-05:00,1142.6199951171875,1149.3900146484375,1118.739990234375,1122.1400146484375,1346300000
2001-03-22 00:00:00-05:00,1122.1400146484375,1124.27001953125,1081.18994140625,1117.5799560546875,1723950000
2001-03-23 00:00:00-05:00,1117.5799560546875,1141.8299560546875,1117.5799560546875,1139.8299560546875,1364900000
2001-03-26 00:00:00-05:00,1139.8299560546875,1160.02001953125,1139.8299560546875,1152.68994140625,1114000000
2001-03-27 00:00:00-05:00,1152.68994140625,1183.3499755859375,1150.9599609375,1182.1700439453125,1314200000
2001-03-28 00:00:00-05:00,1182.1700439453125,1182.1700439453125,1147.8299560546875,1153.2900390625,1333400000
2001-03-29 00:00:00-05:00,1153.2900390625,1161.68994140625,1136.260009765625,1147.949951171875,1234500000
2001-03-30 00:00:00-05:00,1147.949951171875,1162.800048828125,1143.8299560546875,1160.3299560546875,1280800000
2001-04-02 00:00:00-04:00,1160.3299560546875,1169.510009765625,1137.510009765625,1145.8699951171875,1254900000
2001-04-03 00:00:00-04:00,1145.8699951171875,1145.8699951171875,1100.18994140625,1106.4599609375,1386100000
2001-04-04 00:00:00-04:00,1106.4599609375,1117.5,1091.989990234375,1103.25,1425590000
2001-04-05 00:00:00-04:00,1103.25,1151.469970703125,1103.25,1151.43994140625,1368000000
2001-04-06 00:00:00-04:00,1151.43994140625,1151.43994140625,1119.2900390625,1128.4300537109375,1266800000
2001-04-09 00:00:00-04:00,1128.4300537109375,1146.1300048828125,1126.3800048828125,1137.5899658203125,1062800000
2001-04-10 00:00:00-04:00,1137.5899658203125,1173.9200439453125,1137.5899658203125,1168.3800048828125,1349600000
2001-04-11 00:00:00-04:00,1168.3800048828125,1182.239990234375,1160.260009765625,1165.8900146484375,1290300000
2001-04-12 00:00:00-04:00,1165.8900146484375,1183.510009765625,1157.72998046875,1183.5,1102000000
2001-04-16 00:00:00-04:00,1183.5,1184.6400146484375,1167.3800048828125,1179.6800537109375,913900000
2001-04-17 00:00:00-04:00,1179.6800537109375,1192.25,1168.9000244140625,1191.81005859375,1109600000
2001-04-18 00:00:00-04:00,1191.81005859375,1248.4200439453125,1191.81005859375,1238.1600341796875,1918900000
2001-04-19 00:00:00-04:00,1238.1600341796875,1253.7099609375,1233.3900146484375,1253.68994140625,1486800000
2001-04-20 00:00:00-04:00,1253.699951171875,1253.699951171875,1234.4100341796875,1242.97998046875,1338700000
2001-04-23 00:00:00-04:00,1242.97998046875,1242.97998046875,1217.469970703125,1224.3599853515625,1012600000
2001-04-24 00:00:00-04:00,1224.3599853515625,1233.5400390625,1208.8900146484375,1209.469970703125,1216500000
2001-04-25 00:00:00-04:00,1209.469970703125,1232.3599853515625,1207.3800048828125,1228.75,1203600000
2001-04-26 00:00:00-04:00,1228.75,1248.300048828125,1228.75,1234.52001953125,1345200000
2001-04-27 00:00:00-04:00,1234.52001953125,1253.0699462890625,1234.52001953125,1253.050048828125,1091300000
2001-04-30 00:00:00-04:00,1253.050048828125,1269.300048828125,1243.989990234375,1249.4599609375,1266800000
2001-05-01 00:00:00-04:00,1249.4599609375,1266.469970703125,1243.550048828125,1266.43994140625,1181300000
2001-05-02 00:00:00-04:00,1266.43994140625,1272.9300537109375,1257.699951171875,1267.4300537109375,1342200000
2001-05-03 00:00:00-04:00,1267.4300537109375,1267.4300537109375,1239.8800048828125,1248.5799560546875,1137900000
2001-05-04 00:00:00-04:00,1248.5799560546875,1267.510009765625,1232.0,1266.6099853515625,1082100000
2001-05-07 00:00:00-04:00,1266.6099853515625,1270.0,1259.18994140625,1263.510009765625,949000000
2001-05-08 00:00:00-04:00,1266.7099609375,1267.010009765625,1253.0,1261.199951171875,1006300000
2001-05-09 00:00:00-04:00,1261.199951171875,1261.6500244140625,1247.8299560546875,1255.5400390625,1132400000
2001-05-10 00:00:00-04:00,1255.5400390625,1268.1400146484375,1254.56005859375,1255.1800537109375,1056700000
2001-05-11 00:00:00-04:00,1255.1800537109375,1259.8399658203125,1240.7900390625,1245.6700439453125,906200000
2001-05-14 00:00:00-04:00,1245.6700439453125,1249.6800537109375,1241.02001953125,1248.9200439453125,858200000
2001-05-15 00:00:00-04:00,1248.9200439453125,1257.449951171875,1245.3599853515625,1249.43994140625,1071800000
2001-05-16 00:00:00-04:00,1249.43994140625,1286.3900146484375,1243.02001953125,1284.989990234375,1405300000
2001-05-17 00:00:00-04:00,1284.989990234375,1296.47998046875,1282.6500244140625,1288.489990234375,1355600000
2001-05-18 00:00:00-04:00,1288.489990234375,1292.06005859375,1281.1500244140625,1291.9599609375,1130800000
2001-05-21 00:00:00-04:00,1291.9599609375,1312.949951171875,1287.8699951171875,1312.8299560546875,1174900000
2001-05-22 00:00:00-04:00,1312.8299560546875,1315.9300537109375,1306.8900146484375,1309.3800048828125,1260400000
2001-05-23 00:00:00-04:00,1309.3800048828125,1309.3800048828125,1288.699951171875,1289.050048828125,1134800000
2001-05-24 00:00:00-04:00,1289.050048828125,1295.0400390625,1281.219970703125,1293.1700439453125,1100700000
2001-05-25 00:00:00-04:00,1293.1700439453125,1293.1700439453125,1276.4200439453125,1277.8900146484375,828100000
2001-05-29 00:00:00-04:00,1277.8900146484375,1278.4200439453125,1265.4100341796875,1267.9300537109375,1026000000
2001-05-30 00:00:00-04:00,1267.9300537109375,1267.9300537109375,1245.9599609375,1248.0799560546875,1158600000
2001-05-31 00:00:00-04:00,1248.0799560546875,1261.9100341796875,1248.0699462890625,1255.8199462890625,1226600000
2001-06-01 00:00:00-04:00,1255.8199462890625,1265.3399658203125,1246.8800048828125,1260.6700439453125,1015000000
2001-06-04 00:00:00-04:00,1260.6700439453125,1267.1700439453125,1256.3599853515625,1267.1099853515625,836500000
2001-06-05 00:00:00-04:00,1267.1099853515625,1286.6199951171875,1267.1099853515625,1283.5699462890625,1116800000
2001-06-06 00:00:00-04:00,1283.5699462890625,1283.8499755859375,1269.010009765625,1270.030029296875,1061900000
2001-06-07 00:00:00-04:00,1270.030029296875,1277.0799560546875,1265.0799560546875,1276.9599609375,1089600000
2001-06-08 00:00:00-04:00,1276.9599609375,1277.1099853515625,1259.989990234375,1264.9599609375,726200000
2001-06-11 00:00:00-04:00,1264.9599609375,1264.9599609375,1249.22998046875,1254.3900146484375,870100000
2001-06-12 00:00:00-04:00,1254.3900146484375,1261.0,1235.75,1255.8499755859375,1136500000
2001-06-13 00:00:00-04:00,1255.8499755859375,1259.75,1241.5899658203125,1241.5999755859375,1063600000
2001-06-14 00:00:00-04:00,1241.5999755859375,1241.5999755859375,1218.9000244140625,1219.8699951171875,1242900000
2001-06-15 00:00:00-04:00,1219.8699951171875,1221.5,1203.030029296875,1214.3599853515625,1635550000
2001-06-18 00:00:00-04:00,1214.3599853515625,1221.22998046875,1208.3299560546875,1208.4300537109375,1111600000
2001-06-19 00:00:00-04:00,1208.4300537109375,1226.1099853515625,1207.7099609375,1212.5799560546875,1184900000
2001-06-20 00:00:00-04:00,1212.5799560546875,1225.6099853515625,1210.0699462890625,1223.1400146484375,1350100000
